id,subject,prompt,A,B,C,D,E,answer,prompt_ko,A_ko,B_ko,C_ko,D_ko,E_ko
949,us_history,The McCain-Feingold Bill,provided for banking reform and set up the FDIC.,introduced campaign finance reform by limiting soft-money contributions to political parties and prohibiting advocacy ads.,built thousands of miles of interstate highways after World War II.,prevented the president from sending troops to a foreign country for more than 60 days without a vote from Congress.,would have made Reconstruction the responsibility of the Congress rather than the president if Lincoln hadn't vetoed it.,B,매케인-핀골드 법안,은행 개혁과 FDIC 설립을 위해 제공되었습니다.,정당에 대한 소프트 머니 기부를 제한하고 옹호 광고를 금지하는 등 선거 재정 개혁을 도입했습니다.,제2차 세계대전 후 수천 마일의 고속도로를 건설했습니다.,은 대통령이 의회 의결 없이 60일 이상 외국에 군대를 파견할 수 없도록 했습니다.,링컨이 거부권을 행사하지 않았다면 재건은 대통령이 아닌 의회의 책임이 되었을 것입니다.
950,us_history,"The Neutrality Act of 1793, Jay's Treaty of 1795, and the Convention of 1800 were all similar in that they",were negotiated during the administration of George Washington.,ended the practice of impressment.,allowed the United States to navigate the Mississippi River freely.,were supported by the people of the United States.,delayed U.S. involvement in a war.,E,"1793년의 중립법, 1795년의 제이 조약, 1800년의 협약은 모두 다음과 같은 점에서 유사합니다.",는 조지 워싱턴 행정부 시절에 협상되었습니다.,감동 관행을 끝냈습니다.,미국은 미시시피 강을 자유롭게 항해할 수 있게 되었습니다.,는 미국 국민들의 지지를 받았습니다.,미국의 전쟁 개입을 지연시켰습니다.
952,us_history,"To become an artisan in the 1830s, one had to",study at a vocational school.,attend two years of university.,attend grammar school for five years.,join a union affiliated with the American Federation of Labor.,become an apprentice to a master craftsman.,E,1830년대에 장인이 되려면 다음을 수행해야 했습니다.,직업 학교에서 공부하세요.,2년제 대학에 재학 중입니다.,5년 동안 문법 학교에 다닙니다.,미국 노동 연맹에 가입한 노조에 가입하세요.,장인의 견습생이 되어보세요.
953,us_history,"As part of the Compromise of 1850, the Fugitive Slave Law stated that",all African Americans were slaves.,all African Americans suspected of being slaves should be brought to a trial by jury.,every accused African American had the right to a defense lawyer.,all citizens were responsible for catching fugitive slaves.,each state had to determine whether it would comply with the law.,D,"1850년 타협의 일환으로, 도망자 노예법은 다음과 같이 명시했습니다.",모든 아프리카계 미국인은 노예였습니다.,노예로 의심되는 모든 아프리카계 미국인은 배심원 재판에 회부되어야 합니다.,모든 흑인 피고인은 변호사를 선임할 권리가 있었습니다.,모든 시민이 도망친 노예를 잡을 책임이 있었습니다.,각 주에서는 법률 준수 여부를 결정해야 했습니다.
954,us_history,The Credit Mobilier scandal of the 1870s and the Teapot Dome of the 1920s are similar in that they both demonstrate the,lack of government oversight over the savings and loan industry.,"cutthroat political competition between the Democrat and Republican Parties, which has often resulted in underhanded campaign practices.",prevalence of corrupt municipal political machines in the United States.,tendency of an overzealous press to invent stories in order to sell newspapers.,willingness of politicians to accept bribes from large corporations in exchange for granting these corporations political favors.,E,1870년대의 크레디트 모빌리에 스캔들과 1920년대의 티팟 돔 사건은 둘 다 다음과 같은 점에서 유사합니다.,저축 및 대출 업계에 대한 정부의 감독 부족.,민주당과 공화당 간의 치열한 정치 경쟁으로 인해 종종 비열한 선거운동 관행이 발생했습니다.,미국의 부패한 지방 정치 기계의 만연.,신문을 팔기 위해 지나치게 열성적인 언론이 기사를 만들어내는 경향이 있습니다.,정치인들이 대기업에 정치적 특혜를 제공하는 대가로 대기업으로부터 뇌물을 받을 의향이 있는지 여부입니다.
955,us_history,Horizontal integration occurs in business when a company,acquires ownership or control over other companies in the same business.,controls all aspects of the production and distribution of its product.,creates locally owned franchises.,changes its ownership from a single proprietor to a board of directors.,uses scientific management techniques to increase efficiency.,A,수평적 통합은 기업에서 다음과 같은 경우에 발생합니다.,같은 사업을 영위하는 다른 회사에 대한 소유권 또는 통제권을 취득합니다.,제품의 생산과 유통의 모든 측면을 관리합니다.,현지 소유의 프랜차이즈를 만듭니다.,의 소유권이 개인 소유주에서 이사회로 변경되었습니다.,과학적 관리 기법을 사용하여 효율성을 높입니다.
956,us_history,The deployment of nuclear missiles to Cuba by the Soviet Union in 1962,displayed Soviet nuclear superiority over the United States.,prompted a blockade of Cuba by President Kennedy.,enabled Fidel Castro to establish a dictatorship.,helped Kennedy's re-election bid.,provoked the Bay of Pigs attack.,B,1962년 소련이 쿠바에 핵미사일을 배치한 것,는 미국에 대한 소련의 핵 우월성을 보여주었습니다.,케네디 대통령의 쿠바 봉쇄를 촉발시켰습니다.,피델 카스트로가 독재 정권을 수립할 수 있게 했습니다.,케네디의 재선 도전을 도왔습니다.,베이 오브 피그스 공격을 도발했습니다.
957,us_history,Buddhist monks set themselves on fire in 1963 as a protest against,French imperialism in Vietnam.,American support for Indonesian President Sukharno.,the puppet Diem regime in South Vietnam.,anti-Buddhist policies of the Communist leader Ho Chi Minh.,"the Tet Offensive, because it broke a cease-fire.",C,1963년 불교 승려들은 이에 항의하기 위해 스스로 불을 질렀습니다.,베트남의 프랑스 제국주의.,인도네시아 수카르노 대통령에 대한 미국의 지지.,남베트남의 꼭두각시 디엠 정권을 무너뜨렸습니다.,공산주의 지도자 호치민의 반불교 정책.,휴전을 깨뜨렸기 때문입니다.
958,us_history,"Andrew Goodman, Michael Schwerner, and James Chaney were lynched in Mississippi during Freedom Summer, when they were attempting to",secure the admission of African Americans to the state university.,desegregate city buses.,desegregate lunch counters.,integrate highway rest stops.,help African Americans register to vote.,E,"앤드류 굿맨, 마이클 슈워너, 제임스 채니는 프리덤 서머 기간 동안 미시시피주에서 린치를 당했습니다.",아프리카계 미국인의 주립대 입학을 보장합니다.,시내버스를 분리하세요.,점심 카운터를 분리합니다.,고속도로 휴게소를 통합합니다.,아프리카계 미국인의 유권자 등록을 돕습니다.
959,us_history,"When President Bill Clinton was tried by the Senate in 1999, it was necessary that",Hillary Rodham Clinton testify before the Judiciary Committee.,Bill Clinton appear before the Senate.,Chief Justice William Rehnquist preside over the impeachment trial.,Vice President Al Gore temporarily assume the presidency.,Kenneth Starr resign as Independent Counsel.,C,"1999년 빌 클린턴 대통령이 상원에서 재판을 받았을 때, 다음 사항이 필요했습니다.",힐러리 로댐 클린턴이 법사위원회에서 증언합니다.,빌 클린턴이 상원에 출석합니다.,윌리엄 렌퀴스트 대법관이 탄핵 재판을 주재합니다.,앨 고어 부통령이 임시로 대통령직을 맡게 됩니다.,케네스 스타가 독립 고문직을 사임합니다.
960,us_history,A major reason for the founding of the Massachusetts Bay Colony in 1620 was to,provide freedom of worship for Quakers.,establish profitable businesses.,create a fully democratic government.,provide freedom of worship for Puritans.,establish a colony with complete separation of church and state.,D,1620년 매사추세츠 베이 식민지가 설립된 주된 이유는 다음과 같습니다.,퀘이커교도에게 예배의 자유를 제공합니다.,수익성 있는 비즈니스를 구축합니다.,완전히 민주적인 정부를 만들 수 있습니다.,청교도에게 예배의 자유를 제공합니다.,정교가 완전히 분리된 식민지를 건설합니다.
